,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-15
44,44,44,Chaw Chaw/சவ்சவ்,1, 8 to 10,2017-12-07
45,45,45,Kovakkai/கோவக்காய்,1, 27,2017-12-07
46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 20 to 22,2017-12-07
47,47,47,Gooseberry/நெல்லிக்காய்,1, 20 to 25,2017-12-07
48,48,48,Narthangai/நார்த்தங்காய்,1, 20 to 25,2017-12-07
49,49,49,Cucumber/வெள்ளரிக்காய்,1, 23,2017-12-07
50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to 130,2017-12-07
51,51,51,Gourd/பீர்க்கங்காய்,1, 13 to 15,2017-12-07
52,52,52,Small Tuber/சிறு கிழங்கு,1, 40,2017-12-07
53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 40,2017-12-07
54,54,54,Soya beans/சோயா பீன்ஸ்,1, 80 to 100,2017-12-07
55,55,55,Butter Soya/பட்டர் சோயா,1, –,2017-12-07
56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 25 to 30,2017-12-07
57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 35,2017-12-07
58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 25,2017-12-07
59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 35,2017-12-07
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon/எலுமிச்சை,1, 20 to 25,2017-12-08
1,1,1,Tomato/தக்காளி 1st Quality,1, 15 to 18,2017-12-08
2,2,2,Tomato/தக்காளி 2nd Quality,1, 10 to 15,2017-12-08
3,3,3,Small Onion/சிறிய வெங்காயம்,1, 130 to 160,2017-12-08
4,4,4,Bellary/பெல்லாரி,1, 35 to 40,2017-12-08
5,5,5,Beans/பீன்ஸ் 1st Quality,1, 30 to 40,2017-12-08
6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 25 to 35,2017-12-08
7,7,7,Carrot/கேரட் 1st Quality,1, 50 to 60,2017-12-08
8,8,8,Carrot/கேரட் 2nd Quality,1, 45 to 55,2017-12-08
9,9,9,Lady Finger/வெண்டைக்காய்,1, 17,2017-12-08
10,10,10,Tree Drumstick/மரம் முருங்கை,1, 70,2017-12-08
11,11,11,Plant Drumstick/செடி முருங்கை,1, 90,2017-12-08
12,12,12,Beans/அவரை ஒட்டு,1, 17,2017-12-08
13,13,13,Green Pulses/பச்சை பயிறு,1, 15,2017-12-08
14,14,14,White Pulses/வெள்ளை பயிறு,1, 13,2017-12-08
15,15,15,Zucchini/சுரைக்காய்,1, 4,2017-12-08
16,16,16,Beetroot/பீட்ரூட்,1, 13,2017-12-08
17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2 to 3,2017-12-08
18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 3 to 5,2017-12-08
19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 85,2017-12-08
20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 75,2017-12-08
21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 15 to 18,2017-12-08
22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-12-08
23,23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 43,2017-12-08
24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35,2017-12-08
25,25,25,Green Chilli/பச்சை மிளகாய்,1, 7 to 12,2017-12-08
26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 10 to 15,2017-12-08
27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 10,2017-12-08
28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 20,2017-12-08
29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 15,2017-12-08
30,30,30,Banana Thar/வாழை தார்,1, 20 to 22,2017-12-08
31,31,31,Curry Leaves/கறிவேப்பிலை,1, 10 to 15,2017-12-08
32,32,32,Gourd/புடலங்காய் 1st Quality,1, 7,2017-12-08
33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-12-08
34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 7 to 10,2017-12-08
35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-12-08
36,36,36,Radish/முள்ளங்கி 1st Quality,1, 15 to 18,2017-12-08
37,37,37,Radish/முள்ளங்கி 2nd Quality,1, 10 to 15,2017-12-08
38,38,38,Ginger/இஞ்சி,1, 20 to 25,2017-12-08
39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 80 to 100,2017-12-08
40,40,40,Cabbage/முட்டை கோஸ்,1, 25 to 30,2017-12-08
41,41,41,Green Peas/பச்சை பட்டாணி,1, 100 to 120,2017-12-08
42,42,42,Bitter Gourd/பாகற்காய்,1, 7 to 9,2017-12-08
43,43,43,Nookal/நூக்கல்,1, 20 to 25,2017-12-08
44,44,44,Chaw Chaw/சவ்சவ்,1, 7,2017-12-08
45,45,45,Kovakkai/கோவக்காய்,1, 30,2017-12-08
46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 15 to 20,2017-12-08
47,47,47,Gooseberry/நெல்லிக்காய்,1, 20 to 25,2017-12-08
48,48,48,Narthangai/நார்த்தங்காய்,1, 20,2017-12-08
49,49,49,Cucumber/வெள்ளரிக்காய்,1, 20 to 25,2017-12-08
50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to 130,2017-12-08
51,51,51,Gourd/பீர்க்கங்காய்,1, 15 to 18,2017-12-08
52,52,52,Small Tuber/சிறு கிழங்கு,1, 25 to 30,2017-12-08
53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 25 to 30,2017-12-08
54,54,54,Soya beans/சோயா பீன்ஸ்,1, 60 to 70,2017-12-08
55,55,55,Butter Soya/பட்டர் சோயா,1, 60 to 70,2017-12-08
56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 20 to 25,2017-12-08
57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 25 to 30,2017-12-08
58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 20,2017-12-08
59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 40,2017-12-08
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon/எலுமிச்சை,1, 25 to 35,2017-12-09
1,1,1,Tomato/தக்காளி 1st Quality,1, 15 to 20,2017-12-09
2,2,2,Tomato/தக்காளி 2nd Quality,1, 10 to 15,2017-12-09
3,3,3,Small Onion/சிறிய வெங்காயம்,1, 140 to 150,2017-12-09
4,4,4,Bellary/பெல்லாரி,1, 35 to 45,2017-12-09
5,5,5,Beans/பீன்ஸ் 1st Quality,1, 45 to 60,2017-12-09
6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 40 to 55,2017-12-09
7,7,7,Carrot/கேரட் 1st Quality,1, 40 to 60,2017-12-09
8,8,8,Carrot/கேரட் 2nd Quality,1, 35 to 55,2017-12-09
9,9,9,Lady Finger/வெண்டைக்காய்,1, 17,2017-12-09
10,10,10,Tree Drumstick/மரம் முருங்கை,1, 110,2017-12-09
11,11,11,Plant Drumstick/செடி முருங்கை,1, 90,2017-12-09
12,12,12,Beans/அவரை ஒட்டு,1, 18 to 35,2017-12-09
13,13,13,Green Pulses/பச்சை பயிறு,1, 13,2017-12-09
14,14,14,White Pulses/வெள்ளை பயிறு,1, 15,2017-12-09
15,15,15,Zucchini/சுரைக்காய்,1, 5,2017-12-09
16,16,16,Beetroot/பீட்ரூட்,1, 12,2017-12-09
17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2 to 3,2017-12-09
18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 2 to 4,2017-12-09
19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 75,2017-12-09
20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 80,2017-12-09
21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 15 to 18,2017-12-09
22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-12-09
23,23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 43,2017-12-09
24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35,2017-12-09
25,25,25,Green Chilli/பச்சை மிளகாய்,1, 6 to 12,2017-12-09
26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 10 to 15,2017-12-09
27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 10-,2017-12-09
28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 15 to 25,2017-12-09
29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 10 to 15,2017-12-09
30,30,30,Banana Thar/வாழை தார்,1, 24 to 25,2017-12-09
31,31,31,Curry Leaves/கறிவேப்பிலை,1, 10 to 15,2017-12-09
32,32,32,Gourd/புடலங்காய் 1st Quality,1, 7,2017-12-09
33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-12-09
34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 10 to 15,2017-12-09
35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, 10,2017-12-09
36,36,36,Radish/முள்ளங்கி 1st Quality,1, 20 to 25,2017-12-09
37,37,37,Radish/முள்ளங்கி 2nd Quality,1, 15 to 20,2017-12-09
38,38,38,Ginger/இஞ்சி,1, 20 to 25,2017-12-09
39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 80 to 100,2017-12-09
40,40,40,Cabbage/முட்டை கோஸ்,1, 25 to 30,2017-12-09
41,41,41,Green Peas/பச்சை பட்டாணி,1, 80 to 100,2017-12-09
42,42,42,Bitter Gourd/பாகற்காய்,1, 8 to 12,2017-12-09
43,43,43,Nookal/நூக்கல்,1, 15 to 20,2017-12-09
44,44,44,Chaw Chaw/சவ்சவ்,1, 5 to 8,2017-12-09
45,45,45,Kovakkai/கோவக்காய்,1, 25 to 30,2017-12-09
46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 20 to 22,2017-12-09
47,47,47,Gooseberry/நெல்லிக்காய்,1, 20 to 25,2017-12-09
48,48,48,Narthangai/நார்த்தங்காய்,1, 15 to 20,2017-12-09
49,49,49,Cucumber/வெள்ளரிக்காய்,1, 16 to 20,2017-12-09
50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to 130,2017-12-09
51,51,51,Gourd/பீர்க்கங்காய்,1, 18 to 20,2017-12-09
52,52,52,Small Tuber/சிறு கிழங்கு,1, 30 to 35,2017-12-09
53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 20 to 25,2017-12-09
54,54,54,Soya beans/சோயா பீன்ஸ்,1, 80 to 120,2017-12-09
55,55,55,Butter Soya/பட்டர் சோயா,1, 80 to 120,2017-12-09
56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 25 to 30,2017-12-09
57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 30 to 35,2017-12-09
58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 40,2017-12-09
59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 40,2017-12-09
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon, 1, 70 to 80,2017-10-10
1,1,Tomato/Thakkali 1st Quality, 1, 18 to 20,2017-10-10
2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017-10-10
3,3,Small Onion, 1, 80 to 90,2017-10-10
4,4,Bellary (Big Onion), 1, 28 to 32,2017-10-10
5,5,Beans 1st Quality, –, 40 to 50,2017-10-10
6,6,Beans 2nd Quality, 1, 35 to 45,2017-10-10
7,7,Carrot 1st Quality, 1, 35 to 40,2017-10-10
8,8,Carrot 2nd Quality, 1, 30 to 35,2017-10-10
9,9,Vendai Kai/Lady Finger, 1, 13,2017-10-10
10,10,Maram Murungai, 1, 115,2017-10-10
11,11,Chedi Murungai, 1, 80,2017-10-10
12,12,Avarai Ottu, 1, 34,2017-10-10
13,13,Pachai Payaru, 1, 20,2017-10-10
14,14,Vellai Payaru, 1, 13,2017-10-10
15,15,Suraikai, 1, 5,2017-10-10
16,16,Beetroot, 1, 25,2017-10-10
17,17,Sunami Sambar, 1, 6,2017-10-10
18,18,Pusanikai, 1, 12,2017-10-10
19,19,Kalla Manga/Mango, 1, 85,2017-10-10
20,20,Orutu Manga/Mango, 1, 65 to 75,2017-10-10
21,21,Potato 1st Quality, 1, 18,2017-10-10
22,22,Potato 2nd Quality, 1, 13,2017-10-10
23,23,Coconut 1st Quality, –, 42,2017-10-10
24,24,Coconut 2nd Quality, –, 35,2017-10-10
25,25,Green Chilli, 1, 30 to 33,2017-10-10
26,26,Cauliflower 1st Quality, –, 25,2017-10-10
27,27,Cauliflower 2nd Quality, –, 20,2017-10-10
28,28,Katharikai Pachai, 1, 40,2017-10-10
29,29,Katharikai ootha, 1, 30,2017-10-10
30,30,Valai Thar, –, 26,2017-10-10
31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-10-10
32,32,Pudalangai/Snake gourd 1st Quality, 1, 13,2017-10-10
33,33,Pudalangai/Snake gourd 2nd Quality, 1, –,2017-10-10
34,34,Kothamalli 1st Quality, 1 kattu, 50 to 60,2017-10-10
35,35,Kothamalli 2nd Quality, 1 kattu, 45 to 55,2017-10-10
36,36,Mullangi 1st Quality, 1, 35,2017-10-10
37,37,Mullangi 2nd Quality, 1, 30,2017-10-10
38,38,Inji/Ginger, 1, 40,2017-10-10
39,39,Butter Beans, 1, 120,2017-10-10
40,40,Mutta Kose, 1, 30 to 35,2017-10-10
41,41,Pachai Pattani, 1, 120,2017-10-10
42,42,Pakarkai, 1, 27,2017-10-10
43,43,Nookal, 1, 40,2017-10-10
44,44,Chaw Chaw, 1, 12,2017-10-10
45,45,Kovakkai, 1, 20,2017-10-10
46,46,Kothavarangai, 1, 12,2017-10-10
47,47,Nellikai, 1, 20 to 25,2017-10-10
48,48,Narthangai, 1, 20 to 30,2017-10-10
49,49,Vellarikai, 1, 22,2017-10-10
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon/எலுமிச்சை,1, 30 to 40,2017-11-10
1,1,Tomato/தக்காளி 1st Quality,1, 25 to30,2017-11-10
2,2,Tomato/தக்காளி 2nd Quality,1, 20 to 25,2017-11-10
3,3,Small Onion/சிறிய வெங்காயம்,1, 110 to 150,2017-11-10
4,4,Bellary/பெல்லாரி,1, 35 to 40,2017-11-10
5,5,Beans/பீன்ஸ் 1st Quality,1, 37,2017-11-10
6,6,Beans/பீன்ஸ் 2nd Quality,1, 32,2017-11-10
7,7,Carrot/கேரட் 1st Quality,1, 35 to 40,2017-11-10
8,8,Carrot/கேரட் 2nd Quality,1, 30 to 35,2017-11-10
9,9,Lady Finger/வெண்டைக்காய்,1, 15,2017-11-10
10,10,Tree Drumstick/மரம் முருங்கை,1, 35,2017-11-10
11,11,Plant Drumstick/செடி முருங்கை,1, 40,2017-11-10
12,12,Beans/அவரை ஒட்டு,1, 50,2017-11-10
13,13,Green Pulses/பச்சை பயிறு,1, 16,2017-11-10
14,14,White Pulses/வெள்ளை பயிறு,1, 16,2017-11-10
15,15,Zucchini/சுரைக்காய்,1, 3,2017-11-10
16,16,Beetroot/பீட்ரூட்,1, 25,2017-11-10
17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 5 to 6,2017-11-10
18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 5 to 6,2017-11-10
19,19,Kalla Manga/கள்ள மாங்காய்,1, 85,2017-11-10
20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 75,2017-11-10
21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 18 to 20,2017-11-10
22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 13 to 15,2017-11-10
23,23,Coconut/தேங்காய் 1st Quality,1, 42 to 46,2017-11-10
24,24,Coconut/தேங்காய் 2nd Quality,1, 35,2017-11-10
25,25,Green Chilli/பச்சை மிளகாய்,1, 25 to 30,2017-11-10
26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 35 to 40,2017-11-10
27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 30 to 35,2017-11-10
28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 20,2017-11-10
29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 25,2017-11-10
30,30,Banana Thar/வாழை தார்,1, 24 to 26,2017-11-10
31,31,Curry Leaves/கறிவேப்பிலை,1, 15 to 20,2017-11-10
32,32,Gourd/புடலங்காய் 1st Quality,1, 10 to 15,2017-11-10
33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-11-10
34,34,Coriander/கொத்தமல்லி 1st Quality,1, 35 to 40,2017-11-10
35,35,Coriander/கொத்தமல்லி 2nd Quality,1, 30 to 35,2017-11-10
36,36,Radish/முள்ளங்கி 1st Quality,1, 30 to 35,2017-11-10
37,37,Radish/முள்ளங்கி 2nd Quality,1, 25 to 30,2017-11-10
38,38,Ginger/இஞ்சி,1, 30 to 40,2017-11-10
39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 80 to 90,2017-11-10
40,40,Cabbage/முட்டை கோஸ்,1, 30 to 40,2017-11-10
41,41,Green Peas/பச்சை பட்டாணி,1, 100 to 120,2017-11-10
42,42,Bitter Gourd/பாகற்காய்,1, 15 to 16,2017-11-10
43,43,Nookal/நூக்கல்,1, 20,2017-11-10
44,44,Chaw Chaw/சவ்சவ்,1, 7,2017-11-10
45,45,Kovakkai/கோவக்காய்,1, 20,2017-11-10
46,46,Cluster Beans/கொத்தவரங்காய்,1, 6 to 7,2017-11-10
47,47,Gooseberry/நெல்லிக்காய்,1, 20 to 25,2017-11-10
48,48,Narthangai/நார்த்தங்காய்,1, 20,2017-11-10
49,49,Cucumber/வெள்ளரிக்காய்,1, 29,2017-11-10
50,50,Garlic/வெள்ளை பூண்டு,1, 100,2017-11-10
51,51,Gourd/பீர்க்கங்காய்,1, 15,2017-11-10
52,52,Small Tuber/சிறு கிழங்கு,1, –,2017-11-10
53,53,Colocasia/சேப்பங்கிழங்கு,1, –,2017-11-10
54,54,Soya beans/சோயா பீன்ஸ்,1, 20,2017-11-10
55,55,Butter Soya/பட்டர் சோயா,1, –,2017-11-10
56,56,Senai Kilangu/சேனை கிழங்கு,1, –,2017-11-10
57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, –,2017-11-10
58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 37,2017-11-10
59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 30 to 35,2017-11-10
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Belt Beans / Avarai Belt, 1, 30,2017-1-1
1,1,1,Beans Kolee / Avarai Kolee, 1, 30,2017-1-1
2,2,2,Avarai ottu, 1, –,2017-1-1
3,3,3,Beans, 1, 30,2017-1-1
4,4,4,Beetroot, 1, 10,2017-1-1
5,5,5,Bellary / Big Onion, 1, 18,2017-1-1
6,6,6,Cauliflower, 1 Flower, 17,2017-1-1
7,7,7,Small Onion / Chinna Vengayam, 1, 10,2017-1-1
8,8,8,Chaw Chaw, 1, 10,2017-1-1
9,9,9,Disco Brinjal / Kaththari kai Disco, 1, 20,2017-1-1
10,10,10,Green Brinjal / Kaththari Kai Pachai, 1, 20,2017-1-1
11,11,11,Cluster Beans / Kothavarai, 1, 15,2017-1-1
12,12,12,Samba Chilli / Milagai Samba, 1, 25,2017-1-1
13,13,13,Round Chilli / Milagai Urundai, 1, 45,2017-1-1
14,14,14,Radish / Mullangi, 1, 6,2017-1-1
15,15,15,Drumstick / Murungai Chedi, 1, 80,2017-1-1
16,16,16,Drumstick / Murungai Maram, 1, 60,2017-1-1
17,17,17,Nelli Kai, 1, 25,2017-1-1
18,18,18,Bitter Gourd / Pakar kai, 1, –,2017-1-1
19,19,19,Perkangkai, 1, 15,2017-1-1
20,20,20,Snake Guard / Pudalai, 1, 7,2017-1-1
21,21,21,Red Pumpkin / Red Pusanikkai, 1, 4,2017-1-1
22,22,22,Sambar Vellari, 1, 5,2017-1-1
23,23,23,Bottle gourd / Suraikai, 1, 4,2017-1-1
24,24,24,Tomato / Thakkali, 1, 6,2017-1-1
25,25,25,Thatta payaru, 1, 25,2017-1-1
26,26,26,Lady’s Finger / Venda Kai, 1, 12,2017-1-1
27,27,27,Lemon / Elumbichai, 1, 10,2017-1-1
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 30 to 35,2017-2-1
1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017-2-1
2,2,2,Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017-2-1
3,3,3,Small Onion, 1, 30 to 35,2017-2-1
4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-2-1
5,5,5,Beans 1st Quality, –, 40 to 55,2017-2-1
6,6,6,Beans 2nd Quality, 1, 35 to 50,2017-2-1
7,7,7,Carrot 1st Quality, 1, 15 to 20,2017-2-1
8,8,8,Carrot 2nd Quality, 1, 5 to 10,2017-2-1
9,9,9,Vendai Kai/Lady Finger, 1, 65,2017-2-1
10,10,10,Maram Murungai, 1, 14,2017-2-1
11,11,11,Chedi Murungai, 1, 18 to 27,2017-2-1
12,12,12,Avarai Ottu, 1, 30,2017-2-1
13,13,13,Pachai Payaru, 1, 45,2017-2-1
14,14,14,Vellai Payaru, 1, 34,2017-2-1
15,15,15,Suraikai, 1, 9,2017-2-1
16,16,16,Beetroot, 1, 6,2017-2-1
17,17,17,Sunami Sambar, 1, 16 to 17,2017-2-1
18,18,18,Pusanikai, 1, 9,2017-2-1
19,19,19,Kalla Manga/Mango, 1, 15 to 24,2017-2-1
20,20,20,Orutu Manga/Mango, 1, 45 to 50,2017-2-1
21,21,21,Potato 1st Quality, 1, 15 to 20,2017-2-1
22,22,22,Potato 2nd Quality, 1, 12 to 15,2017-2-1
23,23,23,Coconut 1st Quality, –, 34 to 36,2017-2-1
24,24,24,Coconut 2nd Quality, –, 30 to 32,2017-2-1
25,25,25,Green Chilli, 1, 15 to 35,2017-2-1
26,26,26,Cauliflower 1st Quality, –, 18 to 20,2017-2-1
27,27,27,Cauliflower 2nd Quality, –, 15 to 16,2017-2-1
28,28,28,Katharikai Pachai, 1, 20 to 25,2017-2-1
29,29,29,Katharikai ootha, 1, 20,2017-2-1
30,30,30,Valai Thar, –, 26 to 28,2017-2-1
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 35,2017-2-1
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 25,2017-2-1
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, _,2017-2-1
34,34,34,Kothamalli 1st Quality, 1 kattu, 10 to 15,2017-2-1
35,35,35,Kothamalli 2nd Quality, 1 kattu, 10 to 12,2017-2-1
36,36,36,Mullangi 1st Quality, 1, 15 to 20,2017-2-1
37,37,37,Mullangi 2nd Quality, 1, 10 to 15,2017-2-1
38,38,38,Inji/Ginger, 1, 20 to 25,2017-2-1
39,39,39,Butter Beans, 1, 60 to 80,2017-2-1
40,40,40,Mutta Kose, 1, 8 to 10,2017-2-1
41,41,41,Pachai Pattani, 1, 30 to 35,2017-2-1
42,42,42,Pakarkai, 1, 26 to 30,2017-2-1
43,43,43,Nookal, 1, 28,2017-2-1
44,44,44,Chaw Chaw, 1, 20,2017-2-1
45,45,45,Kovakkai, 1, 25,2017-2-1
46,46,46,Kothavarangai, 1, 40 to 45,2017-2-1
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 58 to 65,2017-3-1
1,1,1,Tomato/Thakkali 1st Quality, 1, 25,2017-3-1
2,2,2,Tomato/Thakkali 2nd Quality, 1, 20,2017-3-1
3,3,3,Small Onion, 1, 40 to 45,2017-3-1
4,4,4,Bellary (Big Onion), 1, 12 to 13,2017-3-1
5,5,5,Beans 1st Quality, –, 60 to 65,2017-3-1
6,6,6,Beans 2nd Quality, 1, 55 to 60,2017-3-1
7,7,7,Carrot 1st Quality, 1, 15 to 25,2017-3-1
8,8,8,Carrot 2nd Quality, 1, 10 to 20,2017-3-1
9,9,9,Vendai Kai/Lady Finger, 1, 42,2017-3-1
10,10,10,Maram Murungai, 1, 18 to 25,2017-3-1
11,11,11,Chedi Murungai, 1, 35,2017-3-1
12,12,12,Avarai Ottu, 1, 32 to 45,2017-3-1
13,13,13,Pachai Payaru, 1, 25,2017-3-1
14,14,14,Vellai Payaru, 1, 25,2017-3-1
15,15,15,Suraikai, 1, 9,2017-3-1
16,16,16,Beetroot, 1, 16 to 18,2017-3-1
17,17,17,Sunami Sambar, 1, 25,2017-3-1
18,18,18,Pusanikai, 1, 18,2017-3-1
19,19,19,Kalla Manga/Mango, 1, 22,2017-3-1
20,20,20,Orutu Manga/Mango, 1, 18,2017-3-1
21,21,21,Potato 1st Quality, 1, 12 to 15,2017-3-1
22,22,22,Potato 2nd Quality, 1, 7 to 10,2017-3-1
23,23,23,Coconut 1st Quality, –, 25 to 28,2017-3-1
24,24,24,Coconut 2nd Quality, –, 20 to 23,2017-3-1
25,25,25,Green Chilli, 1, 12 to 35,2017-3-1
26,26,26,Cauliflower 1st Quality, –, 25,2017-3-1
27,27,27,Cauliflower 2nd Quality, –, 20,2017-3-1
28,28,28,Katharikai Pachai, 1, 30,2017-3-1
29,29,29,Katharikai ootha, 1, 30,2017-3-1
30,30,30,Valai Thar, –, 25,2017-3-1
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-3-1
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 14 to 16,2017-3-1
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 9 to 11,2017-3-1
34,34,34,Kothamalli 1st Quality, 1 kattu, 10 to 12,2017-3-1
35,35,35,Kothamalli 2nd Quality, 1 kattu, 5 to 7,2017-3-1
36,36,36,Mullangi 1st Quality, 1, 12 to 15,2017-3-1
37,37,37,Mullangi 2nd Quality, 1, 7 to 10,2017-3-1
38,38,38,Inji/Ginger, 1, 25,2017-3-1
39,39,39,Butter Beans, 1, 140,2017-3-1
40,40,40,Mutta Kose, 1, 12 to 15,2017-3-1
41,41,41,Pachai Pattani, 1, _,2017-3-1
