Commodity, Weight in Kg, Price in Rs,Date
Cauliflower/காலிஃபிளவர் 2nd Quality,1, 10 to 15,2017-12-29
Green Brinjal/கத்தரிக்காய் பச்சை,1, 20,2017-12-29
Blue Brinjal/கத்தரிக்காய் நீலம்,1, 10,2017-12-29
Banana Thar/வாழை தார்,1, 20 to 24,2017-12-29
Curry Leaves/கறிவேப்பிலை,1, 10 to 15,2017-12-29
Gourd/புடலங்காய் 1st Quality,1, 3,2017-12-29
Gourd/புடலங்காய் 2nd Quality,1, –,2017-12-29
Coriander/கொத்தமல்லி 1st Quality,1, 8 to 10,2017-12-29
Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-12-29
Radish/முள்ளங்கி 1st Quality,1, 10 to 15,2017-12-29
Radish/முள்ளங்கி 2nd Quality,1, –,2017-12-29
Ginger/இஞ்சி,1, 25 to 30,2017-12-29
Butter Beans/பட்டர் பீன்ஸ்,1, 90 to 100,2017-12-29
Cabbage/முட்டை கோஸ்,1, 15 to 20,2017-12-29
Green Peas/பச்சை பட்டாணி,1, 50 to 60,2017-12-29
Bitter Gourd/பாகற்காய்,1, 16 to 18,2017-12-29
Nookal/நூக்கல்,1, 15 to 20,2017-12-29
Chaw Chaw/சவ்சவ்,1, 6 to 7,2017-12-29
Kovakkai/கோவக்காய்,1, 27,2017-12-29
Cluster Beans/கொத்தவரங்காய்,1, 20 to 23,2017-12-29
Gooseberry/நெல்லிக்காய்,1, 30 to 35,2017-12-29
Narthangai/நார்த்தங்காய்,1, 30 to 35,2017-12-29
Cucumber/வெள்ளரிக்காய்,1, 10,2017-12-29
Garlic/வெள்ளை பூண்டு,1, 100 to 120,2017-12-29
Gourd/பீர்க்கங்காய்,1, 13 to 15,2017-12-29
Small Tuber/சிறு கிழங்கு,1, 35 to 40,2017-12-29
Colocasia/சேப்பங்கிழங்கு,1, 30,2017-12-29
Soya beans/சோயா பீன்ஸ்,1, 80 to 90,2017-12-29
Butter Soya/பட்டர் சோயா,1, 80 to 90,2017-12-29
Senai Kilangu/சேனை கிழங்கு,1, 30 to 35,2017-12-29
Karunai Kilangu/கருணைக்கிழங்கு,1, 25 to 30,2017-12-29
Drumstick beans/முருங்கை பீன்ஸ்,1, 20,2017-12-29
Mangai Inji/மாங்காய் இஞ்சி,1, 30 to 35,2017-12-29
Lemon, 1, 60 to 70,2017-10-12
Tomato/Thakkali 1st Quality, 1, 15 to 20,2017-10-12
Tomato/Thakkali 2nd Quality, 1, 10,2017-10-12
Small Onion, 1, 85 to 90,2017-10-12
Bellary (Big Onion), 1, 30 to 35,2017-10-12
Beans 1st Quality, –, 50 to 55,2017-10-12
Beans 2nd Quality, 1, 45 to 50,2017-10-12
Carrot 1st Quality, 1, 40,2017-10-12
Carrot 2nd Quality, 1, 35,2017-10-12
Vendai Kai/Lady Finger, 1, 13 to 17,2017-10-12
Maram Murungai, 1, 110,2017-10-12
Chedi Murungai, 1, 95,2017-10-12
Avarai Ottu, 1, 35 to 55,2017-10-12
Pachai Payaru, 1, 13,2017-10-12
Vellai Payaru, 1, 20,2017-10-12
Suraikai, 1, 5,2017-10-12
Beetroot, 1, 25,2017-10-12
Sunami Sambar, 1, 6,2017-10-12
Pusanikai, 1, 8,2017-10-12
Kalla Manga/Mango, 1, 85,2017-10-12
Orutu Manga/Mango, 1, 70,2017-10-12
Potato 1st Quality, 1, 15 to 20,2017-10-12
Potato 2nd Quality, 1, 10,2017-10-12
Coconut 1st Quality, –, 42 to 45,2017-10-12
Coconut 2nd Quality, –, 35,2017-10-12
Green Chilli, 1, 30 to 33,2017-10-12
Cauliflower 1st Quality, –, 30,2017-10-12
Cauliflower 2nd Quality, –, 25,2017-10-12
Katharikai Pachai, 1, 30,2017-10-12
Katharikai ootha, 1, 35,2017-10-12
Valai Thar, –, 26,2017-10-12
Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-10-12
Pudalangai/Snake gourd 1st Quality, 1, 13,2017-10-12
Pudalangai/Snake gourd 2nd Quality, 1, –,2017-10-12
Kothamalli 1st Quality, 1 kattu, 70,2017-10-12
Kothamalli 2nd Quality, 1 kattu, 65,2017-10-12
Mullangi 1st Quality, 1, 35,2017-10-12
Mullangi 2nd Quality, 1, 30,2017-10-12
Inji/Ginger, 1, 40,2017-10-12
Butter Beans, 1, 120,2017-10-12
Mutta Kose, 1, 40,2017-10-12
Pachai Pattani, 1, 220,2017-10-12
Pakarkai, 1, 25,2017-10-12
Nookal, 1, 30,2017-10-12
Chaw Chaw, 1, 7 to 10,2017-10-12
Kovakkai, 1, 27,2017-10-12
Kothavarangai, 1, 12,2017-10-12
Nellikai, 1, 30,2017-10-12
Narthangai, 1, 30,2017-10-12
Vellarikai, 1, 23,2017-10-12
Lemon, 1, 40 to 45,2017-09-26
Tomato/Thakkali 1st Quality, 1, 15 to 20,2017-09-26
Tomato/Thakkali 2nd Quality, 1, 10,2017-09-26
Small Onion, 1, 70 to 80,2017-09-26
Bellary (Big Onion), 1, 15 to 20,2017-09-26
Beans 1st Quality, –, 70 to 80,2017-09-26
Beans 2nd Quality, 1, 65 to 75,2017-09-26
Carrot 1st Quality, 1, 40 to 45,2017-09-26
Carrot 2nd Quality, 1, 35 to 40,2017-09-26
Vendai Kai/Lady Finger, 1, 14,2017-09-26
Maram Murungai, 1, 60,2017-09-26
Chedi Murungai, 1, 70,2017-09-26
Avarai Ottu, 1, 60,2017-09-26
Pachai Payaru, 1, 20,2017-09-26
Vellai Payaru, 1, 35,2017-09-26
Suraikai, 1, 3,2017-09-26
Beetroot, 1, 15,2017-09-26
Sunami Sambar, 1, 5,2017-09-26
Pusanikai, 1, 12,2017-09-26
Kalla Manga/Mango, 1, 55,2017-09-26
Orutu Manga/Mango, 1, 45,2017-09-26
Potato 1st Quality, 1, 15 to 20,2017-09-26
Potato 2nd Quality, 1, 10,2017-09-26
Coconut 1st Quality, –, 45 to 50,2017-09-26
Coconut 2nd Quality, –, 40 to 45,2017-09-26
Green Chilli, 1, 18 to 20,2017-09-26
Cauliflower 1st Quality, –, 20 to 25,2017-09-26
Cauliflower 2nd Quality, –, 15 to 20,2017-09-26
Katharikai Pachai, 1, 35,2017-09-26
Katharikai ootha, 1, 40,2017-09-26
Valai Thar, –, 26 to 27,2017-09-26
Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-09-26
Pudalangai/Snake gourd 1st Quality, 1, 8,2017-09-26
Pudalangai/Snake gourd 2nd Quality, 1, –,2017-09-26
Kothamalli 1st Quality, 1 kattu, 110,2017-09-26
Kothamalli 2nd Quality, 1 kattu, 100,2017-09-26
Mullangi 1st Quality, 1, 20,2017-09-26
Mullangi 2nd Quality, 1, 15,2017-09-26
Inji/Ginger, 1, 80,2017-09-26
Butter Beans, 1, 120,2017-09-26
Mutta Kose, 1, 20,2017-09-26
Pachai Pattani, 1, 120,2017-09-26
Pakarkai, 1, 20 to 28,2017-09-26
Nookal, 1, 40,2017-09-26
Chaw Chaw, 1, 12,2017-09-26
Kovakkai, 1, 28,2017-09-26
Kothavarangai, 1, 18,2017-09-26
Nellikai, 1, 40,2017-09-26
Narthangai, 1, 30,2017-09-26
Vellarikai, 1, 25,2017-09-26
Lemon, 1, 55,2017-04-08
Tomato/Thakkali 1st Quality, 1, 20,2017-04-08
Tomato/Thakkali 2nd Quality, 1, 15,2017-04-08
Small Onion, 1, 55 to 60,2017-04-08
Bellary (Big Onion), 1, 11 to 12,2017-04-08
Beans 1st Quality, –, 25 to 65,2017-04-08
Beans 2nd Quality, 1, 20 to 60,2017-04-08
Carrot 1st Quality, 1, 50 to 65,2017-04-08
Carrot 2nd Quality, 1, 45 to 60,2017-04-08
Vendai Kai/Lady Finger, 1, 17,2017-04-08
Maram Murungai, 1, 12 to 18,2017-04-08
Chedi Murungai, 1, 45,2017-04-08
Avarai Ottu, 1, 50 to 55,2017-04-08
Pachai Payaru, 1, 20,2017-04-08
Vellai Payaru, 1, 25,2017-04-08
Suraikai, 1, 11,2017-04-08
Beetroot, 1, 27,2017-04-08
Sunami Sambar, 1, 18 to27,2017-04-08
Pusanikai, 1, 18,2017-04-08
Kalla Manga/Mango, 1, 14,2017-04-08
Orutu Manga/Mango, 1, 11,2017-04-08
Potato 1st Quality, 1, 15 to 18,2017-04-08
Potato 2nd Quality, 1, 10 to 13,2017-04-08
Coconut 1st Quality, –, 25,2017-04-08
Coconut 2nd Quality, –, 20,2017-04-08
Green Chilli, 1, 14 to 65,2017-04-08
Cauliflower 1st Quality, –, 20 to 25,2017-04-08
Cauliflower 2nd Quality, –, 15 to20,2017-04-08
Katharikai Pachai, 1, 55,2017-04-08
Katharikai ootha, 1, 45,2017-04-08
Valai Thar, –, 25,2017-04-08
Karuveppilai/Curry Leaf, 1 Kattu, 25 to 30,2017-04-08
Pudalangai/Snake gourd 1st Quality, 1, 40,2017-04-08
Pudalangai/Snake gourd 2nd Quality, 1, 35,2017-04-08
Kothamalli 1st Quality, 1 kattu, 40 to 60,2017-04-08
Kothamalli 2nd Quality, 1 kattu, 35 to 55,2017-04-08
Mullangi 1st Quality, 1, 25 to 35,2017-04-08
Mullangi 2nd Quality, 1, 20 to 30,2017-04-08
Inji/Ginger, 1, 25 to 30,2017-04-08
Butter Beans, 1, 240,2017-04-08
Mutta Kose, 1, 25,2017-04-08
Pachai Pattani, 1, 80 to 90,2017-04-08
Pakarkai, 1, 40 to 55,2017-04-08
Nookal, 1, 45 to 50,2017-04-08
Chaw Chaw, 1, 25 to 27,2017-04-08
Kovakkai, 1, 9 to 7,2017-04-08
Kothavarangai, 1, 20 to 30,2017-04-08
Lemon, 1, 45 to 55,2017-05-06
Tomato/Thakkali 1st Quality, 1, 8 to 10,2017-05-06
Tomato/Thakkali 2nd Quality, 1, –,2017-05-06
Small Onion, 1, 75 to 85,2017-05-06
Bellary (Big Onion), 1, 10 to 12,2017-05-06
Beans 1st Quality, –, 60 to 70,2017-05-06
Beans 2nd Quality, 1, 55 to 65,2017-05-06
Carrot 1st Quality, 1, 70 to 80,2017-05-06
Carrot 2nd Quality, 1, 65 to 75,2017-05-06
Vendai Kai/Lady Finger, 1, 15,2017-05-06
Maram Murungai, 1, 28 to 38,2017-05-06
Chedi Murungai, 1, 16,2017-05-06
Avarai Ottu, 1, 10 to 15,2017-05-06
Pachai Payaru, 1, 25,2017-05-06
Vellai Payaru, 1, 20,2017-05-06
Suraikai, 1, 8,2017-05-06
Beetroot, 1, 33 to 35,2017-05-06
Sunami Sambar, 1, 12 to 15,2017-05-06
Pusanikai, 1, 10 to 14,2017-05-06
Kalla Manga/Mango, 1, 10,2017-05-06
Orutu Manga/Mango, 1, 8 to 9,2017-05-06
Potato 1st Quality, 1, 15 to 18,2017-05-06
Potato 2nd Quality, 1, 10 to 13,2017-05-06
Coconut 1st Quality, –, 25,2017-05-06
Coconut 2nd Quality, –, 20,2017-05-06
Green Chilli, 1, 20 to 25,2017-05-06
Cauliflower 1st Quality, –, 25 to 30,2017-05-06
Cauliflower 2nd Quality, –, 20 to 25,2017-05-06
Katharikai Pachai, 1, 40,2017-05-06
Katharikai ootha, 1, 20,2017-05-06
Valai Thar, –, 23,2017-05-06
Karuveppilai/Curry Leaf, 1 Kattu, 30,2017-05-06
Pudalangai/Snake gourd 1st Quality, 1, 23,2017-05-06
Pudalangai/Snake gourd 2nd Quality, 1, 18,2017-05-06
Kothamalli 1st Quality, 1 kattu, 100 to 120,2017-05-06
Kothamalli 2nd Quality, 1 kattu, 95 to 115,2017-05-06
Mullangi 1st Quality, 1, 35,2017-05-06
Mullangi 2nd Quality, 1, 30,2017-05-06
Inji/Ginger, 1, 25,2017-05-06
Butter Beans, 1, 160,2017-05-06
Mutta Kose, 1, 20,2017-05-06
Pachai Pattani, 1, 140,2017-05-06
Pakarkai, 1, 35 to 40,2017-05-06
Nookal, 1, 40,2017-05-06
Chaw Chaw, 1, 30,2017-05-06
Kovakkai, 1, 18,2017-05-06
Kothavarangai, 1, 13,2017-05-06
Nellikai, 1, 35,2017-05-06
Narthangai, 1, 55 to 75,2017-05-06
Vellarikai, 1, 24,2017-05-06
Lemon, 1, 35,2017-02-24
Tomato/Thakkali 1st Quality, 1, 20,2017-02-24
Tomato/Thakkali 2nd Quality, 1, 15,2017-02-24
Small Onion, 1, 40 to 45,2017-02-24
Bellary (Big Onion), 1, 12 to 15,2017-02-24
Beans 1st Quality, –, 40 to 55,2017-02-24
Beans 2nd Quality, 1, 35 to 50,2017-02-24
Carrot 1st Quality, 1, 15,2017-02-24
Carrot 2nd Quality, 1, 10,2017-02-24
Vendai Kai/Lady Finger, 1, 50,2017-02-24
Maram Murungai, 1, 8 to 10,2017-02-24
Chedi Murungai, 1, 12,2017-02-24
Avarai Ottu, 1, 33,2017-02-24
Pachai Payaru, 1, 40,2017-02-24
Vellai Payaru, 1, 33,2017-02-24
Suraikai, 1, 8,2017-02-24
Beetroot, 1, 8,2017-02-24
Sunami Sambar, 1, 20,2017-02-24
Pusanikai, 1, 10 12,2017-02-24
Kalla Manga/Mango, 1, 21,2017-02-24
Orutu Manga/Mango, 1, 15 to 17,2017-02-24
Potato 1st Quality, 1, 12 to 15,2017-02-24
Potato 2nd Quality, 1, 7 to 10,2017-02-24
Coconut 1st Quality, –, 28 to 30,2017-02-24
Coconut 2nd Quality, –, 23 to 25,2017-02-24
Green Chilli, 1, 13 to 35,2017-02-24
Cauliflower 1st Quality, –, 20 to 25,2017-02-24
Cauliflower 2nd Quality, –, 15 to 20,2017-02-24
Katharikai Pachai, 1, 50 to 55,2017-02-24
Katharikai ootha, 1, 20,2017-02-24
Valai Thar, –, 24 to 25,2017-02-24
Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-02-24
Pudalangai/Snake gourd 1st Quality, 1, 22 to 25,2017-02-24
Pudalangai/Snake gourd 2nd Quality, 1, 17 to 20,2017-02-24
Kothamalli 1st Quality, 1 kattu, 15,2017-02-24
Kothamalli 2nd Quality, 1 kattu, 10,2017-02-24
Mullangi 1st Quality, 1, 20 to 25,2017-02-24
Mullangi 2nd Quality, 1, 15 to 20,2017-02-24
Inji/Ginger, 1, 25,2017-02-24
Butter Beans, 1, 120,2017-02-24
Mutta Kose, 1, 8,2017-02-24
Pachai Pattani, 1, 25,2017-02-24
Pakarkai, 1, 25 to 35,2017-02-24
Nookal, 1, 10,2017-02-24
Chaw Chaw, 1, 25,2017-02-24
Kovakkai, 1, 15,2017-02-24
Kothavarangai, 1, 25,2017-02-24
Lemon, 1, 50 to60,2017-06-08
Tomato/Thakkali 1st Quality, 1, 20 to25,2017-06-08
Tomato/Thakkali 2nd Quality, 1, 15,2017-06-08
Small Onion, 1, 130 to190,2017-06-08
Bellary (Big Onion), 1, 14 to15,2017-06-08
Beans 1st Quality, –, 60 to70,2017-06-08
Beans 2nd Quality, 1, 55 to65,2017-06-08
Carrot 1st Quality, 1, 60 to70,2017-06-08
Carrot 2nd Quality, 1, 55 to65,2017-06-08
Vendai Kai/Lady Finger, 1, 21,2017-06-08
Maram Murungai, 1, 15,2017-06-08
Chedi Murungai, 1, 21,2017-06-08
Avarai Ottu, 1, 21,2017-06-08
Pachai Payaru, 1, 15,2017-06-08
Vellai Payaru, 1, 20,2017-06-08
Suraikai, 1, 5,2017-06-08
Beetroot, 1, 16 to26,2017-06-08
Sunami Sambar, 1, 10 to12,2017-06-08
Pusanikai, 1, 5 .050,2017-06-08
Kalla Manga/Mango, 1, 11,2017-06-08
Orutu Manga/Mango, 1, 9,2017-06-08
Potato 1st Quality, 1, 15 to20,2017-06-08
Potato 2nd Quality, 1, 10 to15,2017-06-08
Coconut 1st Quality, –, 26,2017-06-08
Coconut 2nd Quality, –, 21,2017-06-08
Green Chilli, 1, 44 to45,2017-06-08
Cauliflower 1st Quality, –, 20 to25,2017-06-08
Cauliflower 2nd Quality, –, 15 to20,2017-06-08
Katharikai Pachai, 1, 35 to40,2017-06-08
Katharikai ootha, 1, 25,2017-06-08
Valai Thar, –, 28 to29,2017-06-08
Karuveppilai/Curry Leaf, 1 Kattu, 25 to30,2017-06-08
Pudalangai/Snake gourd 1st Quality, 1, 20,2017-06-08
Pudalangai/Snake gourd 2nd Quality, 1, 15,2017-06-08
Kothamalli 1st Quality, 1 kattu, 250,2017-06-08
Kothamalli 2nd Quality, 1 kattu, 240,2017-06-08
Mullangi 1st Quality, 1, 25 to30,2017-06-08
Mullangi 2nd Quality, 1, 25,2017-06-08
Inji/Ginger, 1, 23 to30,2017-06-08
Butter Beans, 1, 250,2017-06-08
Mutta Kose, 1, 15 to20,2017-06-08
Pachai Pattani, 1, 180,2017-06-08
Pakarkai, 1, 45,2017-06-08
Nookal, 1, 50,2017-06-08
Chaw Chaw, 1, 15 to18,2017-06-08
Kovakkai, 1, 15,2017-06-08
Kothavarangai, 1, 22,2017-06-08
Nellikai, 1, 45,2017-06-08
Narthangai, 1, 40,2017-06-08
Vellarikai, 1, 28,2017-06-08
Lemon, 1, 65 to75,2017-05-29
Tomato/Thakkali 1st Quality, 1, 15 to20,2017-05-29
Tomato/Thakkali 2nd Quality, 1, 10,2017-05-29
Small Onion, 1, 80 to100,2017-05-29
Bellary (Big Onion), 1, 13 to15,2017-05-29
Beans 1st Quality, –, 60 to70,2017-05-29
Beans 2nd Quality, 1, 55 to65,2017-05-29
Carrot 1st Quality, 1, 75 to80,2017-05-29
Carrot 2nd Quality, 1, 70 to75,2017-05-29
Vendai Kai/Lady Finger, 1, 14 ti15,2017-05-29
Maram Murungai, 1, 10,2017-05-29
Chedi Murungai, 1, 15,2017-05-29
Avarai Ottu, 1, 25 to60,2017-05-29
Pachai Payaru, 1, 20,2017-05-29
Vellai Payaru, 1, 25,2017-05-29
Suraikai, 1, 12 to15,2017-05-29
Beetroot, 1, 25 to30,2017-05-29
Sunami Sambar, 1, 10 to12,2017-05-29
Pusanikai, 1, 7 to10,2017-05-29
Kalla Manga/Mango, 1, 7,2017-05-29
Orutu Manga/Mango, 1, 9,2017-05-29
Potato 1st Quality, 1, 12 to15,2017-05-29
Potato 2nd Quality, 1, 10,2017-05-29
Coconut 1st Quality, –, 25,2017-05-29
Coconut 2nd Quality, –, 20,2017-05-29
Green Chilli, 1, 45 tp55,2017-05-29
Cauliflower 1st Quality, –, 25,2017-05-29
Cauliflower 2nd Quality, –, 20,2017-05-29
Katharikai Pachai, 1, 20,2017-05-29
Katharikai ootha, 1, 15,2017-05-29
Valai Thar, –, 25,2017-05-29
Karuveppilai/Curry Leaf, 1 Kattu, 30,2017-05-29
Pudalangai/Snake gourd 1st Quality, 1, 30,2017-05-29
Pudalangai/Snake gourd 2nd Quality, 1, 25,2017-05-29
Kothamalli 1st Quality, 1 kattu, 100 to110,2017-05-29
Kothamalli 2nd Quality, 1 kattu, 95 to115,2017-05-29
Mullangi 1st Quality, 1, 30,2017-05-29
Mullangi 2nd Quality, 1, 25,2017-05-29
Inji/Ginger, 1, 25,2017-05-29
Butter Beans, 1, 200,2017-05-29
Mutta Kose, 1, 25,2017-05-29
Pachai Pattani, 1, 109,2017-05-29
Pakarkai, 1, 45,2017-05-29
Nookal, 1, 40,2017-05-29
Chaw Chaw, 1, 25,2017-05-29
Kovakkai, 1, 25,2017-05-29
Kothavarangai, 1, 25,2017-05-29
Nellikai, 1, 45,2017-05-29
Narthangai, 1, 70,2017-05-29
Vellarikai, 1, 28,2017-05-29
Lemon, 1, 34,2017-02-17
Tomato/Thakkali 1st Quality, 1, 25 to 30,2017-02-17
Tomato/Thakkali 2nd Quality, 1, 20 to 25,2017-02-17
Small Onion, 1, 35 to 40,2017-02-17
Bellary (Big Onion), 1, 12 to 15,2017-02-17
Beans 1st Quality, –, 45 to 50,2017-02-17
Beans 2nd Quality, 1, 40 to 45,2017-02-17
Carrot 1st Quality, 1, 15 to 20,2017-02-17
Carrot 2nd Quality, 1, 10 to 15,2017-02-17
Vendai Kai/Lady Finger, 1, 50,2017-02-17
Maram Murungai, 1, 9 to 14,2017-02-17
Chedi Murungai, 1, 10,2017-02-17
Avarai Ottu, 1, 30,2017-02-17
Pachai Payaru, 1, 35,2017-02-17
Vellai Payaru, 1, 28,2017-02-17
Suraikai, 1, 9,2017-02-17
Beetroot, 1, 9,2017-02-17
Sunami Sambar, 1, 27,2017-02-17
Pusanikai, 1, 9,2017-02-17
Kalla Manga/Mango, 1, 22,2017-02-17
Orutu Manga/Mango, 1, 18,2017-02-17
Potato 1st Quality, 1, 15 to 20,2017-02-17
Potato 2nd Quality, 1, 10 to 15,2017-02-17
Coconut 1st Quality, –, 33 to 35,2017-02-17
Coconut 2nd Quality, –, 28 to 30,2017-02-17
Green Chilli, 1, 13 to 35,2017-02-17
Cauliflower 1st Quality, –, 15 to 20,2017-02-17
Cauliflower 2nd Quality, –, 10 to 15,2017-02-17
Katharikai Pachai, 1, 35 to 40,2017-02-17
Katharikai ootha, 1, 18 to 25,2017-02-17
Valai Thar, –, 25 to 26,2017-02-17
Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-02-17
Pudalangai/Snake gourd 1st Quality, 1, 25,2017-02-17
Pudalangai/Snake gourd 2nd Quality, 1, 20,2017-02-17
Kothamalli 1st Quality, 1 kattu, 10 to 15,2017-02-17
Kothamalli 2nd Quality, 1 kattu, 5 to 10,2017-02-17
Mullangi 1st Quality, 1, 25,2017-02-17
Mullangi 2nd Quality, 1, 20,2017-02-17
Inji/Ginger, 1, 25 to 30,2017-02-17
Butter Beans, 1, 100 to115,2017-02-17
Mutta Kose, 1, 10 to 12,2017-02-17
Pachai Pattani, 1, 30,2017-02-17
Pakarkai, 1, 36 to 39,2017-02-17
Nookal, 1, 20,2017-02-17
Chaw Chaw, 1, 15,2017-02-17
Kovakkai, 1, 25,2017-02-17
Kothavarangai, 1, 25,2017-02-17
Lemon/எலுமிச்சை,1, 40,2017-12-01
Tomato/தக்காளி 1st Quality,1, 15 to 20,2017-12-01
Tomato/தக்காளி 2nd Quality,1, 10 to 15,2017-12-01
Small Onion/சிறிய வெங்காயம்,1, 100 to 140,2017-12-01
Bellary/பெல்லாரி,1, 45 to 55,2017-12-01
Beans/பீன்ஸ் 1st Quality,1, 15 to 35,2017-12-01
Beans/பீன்ஸ் 2nd Quality,1, 10 to 30,2017-12-01
Carrot/கேரட் 1st Quality,1, 30 to 40,2017-12-01
Carrot/கேரட் 2nd Quality,1, 25 to 35,2017-12-01
Lady Finger/வெண்டைக்காய்,1, 10,2017-12-01
Tree Drumstick/மரம் முருங்கை,1, 60,2017-12-01
Plant Drumstick/செடி முருங்கை,1, 55,2017-12-01
Beans/அவரை ஒட்டு,1, 8 to 40,2017-12-01
Green Pulses/பச்சை பயிறு,1, 7,2017-12-01
White Pulses/வெள்ளை பயிறு,1, 10,2017-12-01
Zucchini/சுரைக்காய்,1, 1.50,2017-12-01
Beetroot/பீட்ரூட்,1, 12,2017-12-01
White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2 to 3,2017-12-01
Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 4 to 5,2017-12-01
Kalla Manga/கள்ள மாங்காய்,1, 90,2017-12-01
OOrutu Manga/உருட்டு மாங்காய்,1, 70 to 80,2017-12-01
Potato/உருளைக்கிழங்கு 1st Quality,1, 12 to 18,2017-12-01
Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-12-01
Coconut/தேங்காய் 1st Quality,1, 42 to 45,2017-12-01
Coconut/தேங்காய் 2nd Quality,1, 35 to 40,2017-12-01
Green Chilli/பச்சை மிளகாய்,1, 8 to 15,2017-12-01
Cauliflower/காலிஃபிளவர் 1st Quality,1, 20 to 25,2017-12-01
Cauliflower/காலிஃபிளவர் 2nd Quality,1, 15 to 20,2017-12-01
Green Brinjal/கத்தரிக்காய் பச்சை,1, 15,2017-12-01
Blue Brinjal/கத்தரிக்காய் நீலம்,1, 12,2017-12-01
Banana Thar/வாழை தார்,1, 24,2017-12-01
Curry Leaves/கறிவேப்பிலை,1, 10 to 15,2017-12-01
Gourd/புடலங்காய் 1st Quality,1, 3,2017-12-01
Gourd/புடலங்காய் 2nd Quality,1, –,2017-12-01
Coriander/கொத்தமல்லி 1st Quality,1, 6 to 8,2017-12-01
Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-12-01
Radish/முள்ளங்கி 1st Quality,1, 10 to 20,2017-12-01
Radish/முள்ளங்கி 2nd Quality,1, 15,2017-12-01
Ginger/இஞ்சி,1, 25 to 30,2017-12-01
Butter Beans/பட்டர் பீன்ஸ்,1, 70 to 80,2017-12-01
Cabbage/முட்டை கோஸ்,1, 25 to 30,2017-12-01
Green Peas/பச்சை பட்டாணி,1, 80,2017-12-01
Bitter Gourd/பாகற்காய்,1, 8 to 10,2017-12-01
Nookal/நூக்கல்,1, 20,2017-12-01
Chaw Chaw/சவ்சவ்,1, 6,2017-12-01
Kovakkai/கோவக்காய்,1, 10 to 12,2017-12-01
Cluster Beans/கொத்தவரங்காய்,1, 6 to 9,2017-12-01
Gooseberry/நெல்லிக்காய்,1, 20 to 28,2017-12-01
Narthangai/நார்த்தங்காய்,1, 15 to 20,2017-12-01
Cucumber/வெள்ளரிக்காய்,1, 15 to 20,2017-12-01
Garlic/வெள்ளை பூண்டு,1, 100 to 140,2017-12-01
Gourd/பீர்க்கங்காய்,1, 10 to 12,2017-12-01
Small Tuber/சிறு கிழங்கு,1, 30,2017-12-01
Colocasia/சேப்பங்கிழங்கு,1, 35,2017-12-01
Soya beans/சோயா பீன்ஸ்,1, 80 to 100,2017-12-01
Butter Soya/பட்டர் சோயா,1, –,2017-12-01
Senai Kilangu/சேனை கிழங்கு,1, 28,2017-12-01
Karunai Kilangu/கருணைக்கிழங்கு,1, 35,2017-12-01
Drumstick beans/முருங்கை பீன்ஸ்,1, 30,2017-12-01
Mangai Inji/மாங்காய் இஞ்சி,1, 40,2017-12-01
Lemon, 1, 50 to 65,2017-04-13
Tomato/Thakkali 1st Quality, 1, 15to 20,2017-04-13
Tomato/Thakkali 2nd Quality, 1, 10,2017-04-13
Small Onion, 1, 55 to 65,2017-04-13
Bellary (Big Onion), 1, 10 to 12,2017-04-13
Beans 1st Quality, –, _,2017-04-13
Beans 2nd Quality, 1, _,2017-04-13
Carrot 1st Quality, 1, 60 to 65,2017-04-13
Carrot 2nd Quality, 1, 35 to 40,2017-04-13
Vendai Kai/Lady Finger, 1, 30 to 32,2017-04-13
Maram Murungai, 1, 16 to 18,2017-04-13
Chedi Murungai, 1, 18,2017-04-13
Avarai Ottu, 1, 25 to 30,2017-04-13
Pachai Payaru, 1, 55,2017-04-13
Vellai Payaru, 1, 50,2017-04-13
Suraikai, 1, 13 to 15,2017-04-13
Beetroot, 1, 25 to 28,2017-04-13
Sunami Sambar, 1, 23 to 25,2017-04-13
Pusanikai, 1, 16 to 18,2017-04-13
Kalla Manga/Mango, 1, 15,2017-04-13
Orutu Manga/Mango, 1, 10 to 12,2017-04-13
Potato 1st Quality, 1, 15 to 18,2017-04-13
Potato 2nd Quality, 1, 10 to 13,2017-04-13
Coconut 1st Quality, –, 25 to 28,2017-04-13
Coconut 2nd Quality, –, 20 to 23,2017-04-13
Green Chilli, 1, 18 to 40,2017-04-13
Cauliflower 1st Quality, –, 20 to 25,2017-04-13
Cauliflower 2nd Quality, –, 15 to20,2017-04-13
Katharikai Pachai, 1, 30 to 35,2017-04-13
Katharikai ootha, 1, 30,2017-04-13
Valai Thar, –, 25,2017-04-13
Karuveppilai/Curry Leaf, 1 Kattu, 30,2017-04-13
Pudalangai/Snake gourd 1st Quality, 1, 35 to 40,2017-04-13
Pudalangai/Snake gourd 2nd Quality, 1, 30 to 35,2017-04-13
